Angielski,Polski,Frequency,BadlyAnswer,PerfectScore
dongle,klucz sprzętowy,11,0,0
settle  ,rozstrzygnąć,11,0,0
carry out,przeprowadzać coś,11,0,0
establish a baseline,ustalić linię bazową,11,0,0
verge on,na granicy,11,0,0
sheer amount of work,ogrom pracy,11,0,0
relentless,nieustępliwy,11,0,0
job seekers,szukający pracy,11,0,0
mitigate ,"to make something less harmful, unpleasant, or bad",11,0,0
abundant,bogaty/obfity,11,0,0
unequivocal,jednoznaczny,11,0,0
exempt,zwolniony/wolny,11,0,0
disbursement,wydatek,11,0,0
diligence,pracowitość,11,0,0
labor intensive,pracochłonne,11,0,0
stratification,the fact that the different parts of something exist in or have been arranged into separate groups,11,0,0
glimpse,to see something or someone for a very short time or only partly,11,0,0
nutshell,using as few words as possible,11,0,0
enlighten me,oświeć mnie,11,0,0
flawlessly,bezbłędnie,11,0,0
perversive,perwersyjny,11,0,0
adversity,nieszczęście,11,0,0
appraisals,wyceny,11,0,0
ashes,proch,11,0,0
double entendre,"a word or phrase that might be understood in two ways, one of which is usually sexual",11,0,0
Incongruity,"fakt, że coś jest nielogiczne",11,0,0
self esteem,samoocena,11,0,0
workload,obciążenie pracą,11,0,0
discrepancy,a difference between two things that should be the same: ,11,0,0
